,Portfolio Returns,Portfolio Standard Deviation,Sharpe Ratio,Balanced Weights
112,0.13377758755091382,0.1583573298520296,0.8447830465183815,"[0.08026    0.22307184 0.06892836 0.10470246 0.11691049 0.21741735
 0.08167117 0.00992772 0.09711062]"
113,0.02569045464436521,0.20614303024984051,0.12462441545187815,"[0.19731272 0.12079633 0.05618616 0.00722    0.02103452 0.1967502
 0.10387406 0.2524041  0.04442191]"
114,0.12889996642619173,0.14973388983040384,0.8608603341046595,"[0.07001866 0.09363468 0.16368512 0.03142566 0.19374378 0.09024677
 0.07436444 0.1211932  0.1616877 ]"
115,0.18428317855014595,0.17091156835450885,1.0782370106621535,"[0.02763298 0.11865705 0.11743631 0.19865892 0.20181622 0.17117787
 0.03779398 0.11087173 0.01595494]"
116,0.12880515167565748,0.23935797916362964,0.5381276702190231,"[0.15725523 0.16946384 0.18293481 0.16088437 0.06163778 0.09998039
 0.03871762 0.10965918 0.01946677]"
117,0.18808633339573566,0.16542806132491567,1.1369675246711446,"[0.02886781 0.0579041  0.151221   0.14471823 0.15450476 0.14447119
 0.11836298 0.19062897 0.00932097]"
118,0.16714550225621277,0.14903738193523816,1.1215005261488236,"[0.04474627 0.19118926 0.17171967 0.01074127 0.1174796  0.08327545
 0.11799896 0.05507941 0.20777011]"
119,0.18560547662054638,0.17149475304650363,1.0822807889067976,"[0.01482553 0.04286268 0.09474859 0.24768207 0.08908287 0.04712807
 0.23062089 0.17462331 0.05842599]"
120,0.0639905883946871,0.23661389465625363,0.2704430713490048,"[0.19958201 0.07837575 0.20054277 0.07672468 0.19108304 0.0762909
 0.04757023 0.11987658 0.00995403]"
121,0.10787527232118801,0.2730468896184669,0.3950796600244155,"[0.21821748 0.21972362 0.23526525 0.06691808 0.01922971 0.12496914
 0.03130747 0.07851278 0.00585648]"
122,0.17226800658829472,0.15498986253399186,1.1114791881986055,"[0.04098554 0.16336326 0.12401697 0.08976191 0.05123281 0.12477726
 0.11298624 0.1371626  0.15571341]"
123,0.12711251809720658,0.15899762578975546,0.7994617370280047,"[0.09261527 0.0836485  0.12738219 0.03322738 0.11221424 0.21948096
 0.10749914 0.18970003 0.0342323 ]"
124,0.06746987371644236,0.17956136626459648,0.3757482754782601,"[0.12090289 0.13238018 0.05062883 0.10836987 0.1140525  0.05848196
 0.09215061 0.23501806 0.08801508]"
